datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,location
2011-05-08 03:00:00,2,0,0,1,18.86,22.725,72,6.0032,10,21,31,seoul
2012-09-21 13:00:00,2,1,0,3,5.0,19.67,5.3333,5.0,12,15,27,busan
2011-05-29 03:00:00,1,0,1,3,13.33,10.33,8.6667,10.0,5,19,24,incheon
2012-08-14 00:00:00,4,1,1,1,12.33,12.33,6.3333,9.0,140,10,150,incheon
2012-03-18 15:00:00,2,1,1,1,7.0,13.0,5.3333,5.0,41,14,55,busan
2012-02-29 01:00:00,1,1,0,1,16.0,16.67,8.0,4.6667,46,2,48,busan
2012-03-08 05:00:00,2,1,0,3,4.67,20.0,7.0,5.3333,123,2,125,incheon
2012-03-24 06:00:00,2,0,1,2,16.33,13.0,5.0,4.0,47,5,52,seoul
2011-12-19 01:00:00,1,0,0,3,10.67,14.33,4.0,4.0,97,19,116,seoul
2012-11-13 01:00:00,1,0,0,3,9.67,12.33,9.6667,6.6667,60,9,69,seoul
2011-08-07 23:00:00,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,seoul
2011-12-19 00:00:00,3,0,1,2,13.67,15.67,7.0,6.6667,74,6,80,seoul
2012-03-23 21:00:00,2,0,0,1,7.67,9.0,9.3333,6.6667,77,3,80,busan
2012-01-26 03:00:00,1,1,1,2,16.67,11.0,9.0,7.6667,11,1,12,busan
2011-04-19 00:00:00,1,0,0,2,11.0,14.67,6.6667,7.6667,86,10,96,incheon
2012-06-27 06:00:00,2,0,1,2,11.67,17.67,4.3333,4.3333,67,15,82,busan
2011-01-15 17:00:00,1,0,1,3,10.0,7.33,10.0,6.3333,135,2,137,seoul
2011-11-07 02:00:00,3,0,0,1,4.67,8.33,4.6667,4.6667,19,16,35,busan
2012-04-27 06:00:00,3,0,0,2,7.0,10.0,3.3333,10.0,86,15,101,busan
2012-10-14 06:00:00,4,0,1,3,16.33,14.0,4.6667,8.3333,21,6,27,incheon
2012-09-04 12:00:00,3,0,1,1,31.16,36.365,70,19.0012,54,233,287,seoul
2011-09-17 11:00:00,1,0,0,3,4.0,18.67,5.6667,4.3333,132,6,138,busan
2011-01-16 10:00:00,4,0,1,1,9.67,17.67,6.0,6.6667,142,2,144,busan
2011-06-07 20:00:00,2,0,1,1,30.34,34.09,56,8.9981,45,301,346,seoul
2011-06-17 11:00:00,2,0,1,1,27.88,31.82,69,16.9979,43,138,181,seoul
2012-10-08 21:00:00,4,1,0,2,16.4,20.455,76,15.0013,17,134,151,seoul
2012-07-10 16:00:00,3,1,0,3,16.67,18.0,4.3333,5.6667,34,16,50,busan
2012-07-15 16:00:00,1,0,1,2,13.67,17.67,7.3333,6.3333,134,18,152,incheon
2011-11-22 13:00:00,2,0,0,3,7.33,18.33,8.3333,4.3333,77,13,90,incheon
2011-10-14 16:00:00,3,1,1,3,6.33,17.67,9.0,5.6667,38,12,50,seoul
2011-03-09 09:00:00,3,0,0,3,3.33,15.0,7.6667,4.3333,95,3,98,busan
2012-01-04 02:00:00,3,0,1,2,3.33,7.0,9.3333,8.0,108,10,118,incheon
2011-10-25 17:00:00,1,1,1,2,4.67,19.67,4.6667,9.0,127,2,129,incheon
2011-12-05 22:00:00,4,0,1,2,18.04,21.97,88,8.9981,12,94,106,seoul
2012-05-10 22:00:00,1,1,0,2,3.33,16.67,9.0,3.3333,145,11,156,busan
2012-04-04 04:00:00,2,0,1,1,17.22,21.21,67,6.0032,0,1,1,seoul
2012-04-06 08:00:00,1,0,1,3,11.0,9.67,6.0,9.0,97,18,115,busan
2011-05-16 09:00:00,4,0,1,1,14.0,17.33,9.3333,8.0,1,18,19,busan
2011-06-20 13:00:00,3,1,0,1,16.0,20.0,5.6667,6.3333,115,18,133,seoul
2011-12-02 12:00:00,1,0,1,3,9.67,16.33,5.6667,4.6667,118,3,121,incheon
2012-12-24 00:00:00,4,0,1,3,6.33,14.0,4.6667,8.3333,76,20,96,incheon
2011-09-02 00:00:00,4,1,0,3,15.0,11.67,8.0,10.0,123,2,125,incheon
2011-07-03 12:00:00,3,0,0,1,32.8,37.88,55,7.0015,198,206,404,seoul
2012-07-29 03:00:00,2,1,1,2,16.33,13.67,10.0,5.6667,26,10,36,busan
2011-02-09 01:00:00,1,0,0,1,5.33,20.0,9.0,10.0,99,9,108,busan
2011-03-02 15:00:00,4,0,1,1,4.0,12.0,8.3333,6.3333,74,13,87,seoul
2011-11-28 10:00:00,4,0,0,3,7.0,17.0,7.6667,9.3333,49,14,63,busan
2012-04-08 11:00:00,2,0,0,1,20.5,24.24,25,19.0012,195,209,404,seoul
2012-07-09 15:00:00,2,0,0,2,5.0,11.67,3.3333,6.3333,101,12,113,incheon
2011-10-30 07:00:00,2,1,1,3,10.67,20.0,9.6667,4.3333,53,13,66,incheon
2012-08-25 14:00:00,3,1,1,2,7.33,19.33,3.3333,9.6667,44,8,52,seoul
2011-09-03 19:00:00,2,0,0,2,15.67,8.33,6.3333,8.6667,103,17,120,busan
2011-04-07 19:00:00,1,0,0,2,8.33,8.0,4.6667,3.6667,108,9,117,busan
2011-10-29 16:00:00,4,0,1,1,12.67,18.67,8.6667,7.3333,128,7,135,incheon
2011-08-15 16:00:00,3,0,1,1,30.34,34.09,55,22.0028,58,225,283,seoul
2011-03-10 20:00:00,1,0,0,2,12.0,6.67,10.0,6.6667,80,5,85,seoul
2011-10-27 01:00:00,4,1,1,1,10.67,13.0,9.6667,9.0,126,15,141,busan
2011-09-26 10:00:00,3,1,1,1,10.67,7.33,3.3333,9.3333,78,17,95,incheon
2011-08-17 19:00:00,2,0,1,2,5.33,12.67,6.6667,4.6667,5,15,20,seoul
2011-12-06 05:00:00,4,0,0,3,10.0,16.67,5.0,9.3333,74,9,83,busan
2011-08-08 11:00:00,4,1,1,3,12.67,8.67,4.3333,3.3333,104,5,109,incheon
2011-10-03 14:00:00,4,1,0,2,10.0,6.67,3.6667,5.3333,75,2,77,busan
2012-04-23 02:00:00,1,0,0,1,4.33,11.0,8.3333,4.0,101,14,115,busan
2012-06-22 11:00:00,1,0,0,3,13.67,7.0,5.0,9.6667,54,5,59,seoul
2012-02-18 20:00:00,2,0,0,2,16.33,18.0,4.3333,5.0,131,17,148,busan
2011-04-11 11:00:00,1,1,0,1,9.0,15.33,8.0,9.3333,38,15,53,busan
2011-12-28 04:00:00,2,1,1,1,13.0,9.0,5.3333,4.6667,27,2,29,incheon
2012-01-28 12:00:00,4,1,0,3,11.0,8.0,5.0,5.3333,58,13,71,incheon
2011-12-18 13:00:00,1,1,0,1,16.0,13.67,6.6667,4.0,28,11,39,seoul
2011-12-06 18:00:00,3,1,0,3,11.33,9.33,4.3333,9.3333,40,10,50,busan
2011-06-30 08:00:00,1,1,0,3,13.33,7.33,10.0,5.3333,51,10,61,seoul
2011-11-14 10:00:00,1,1,1,2,10.33,14.67,3.6667,4.6667,132,20,152,busan
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,seoul
2011-08-07 09:00:00,3,0,0,1,31.16,37.12,75,7.0015,82,102,184,seoul
2011-01-22 21:00:00,1,0,0,1,4.0,12.0,10.0,7.0,68,6,74,seoul
2011-07-04 20:00:00,3,1,1,3,9.33,13.33,4.6667,6.6667,83,11,94,busan
2011-12-15 09:00:00,2,1,1,3,8.67,15.0,7.3333,9.3333,5,19,24,incheon
2011-04-29 23:00:00,2,1,1,3,4.67,13.67,7.3333,9.3333,125,19,144,seoul
2011-09-15 02:00:00,2,0,0,1,7.0,12.0,8.0,5.6667,85,7,92,incheon
2011-12-15 06:00:00,1,1,0,2,6.33,13.67,5.0,9.6667,49,18,67,seoul
2012-04-05 19:00:00,1,0,1,2,9.67,12.0,10.0,5.3333,58,9,67,busan
2012-04-26 05:00:00,1,0,0,2,13.67,19.67,8.6667,6.3333,6,3,9,incheon
2011-04-08 05:00:00,2,1,1,1,8.67,13.33,7.0,3.3333,13,2,15,incheon
2012-09-17 08:00:00,3,0,1,1,22.14,25.76,77,6.0032,36,647,683,seoul
2012-05-07 03:00:00,3,1,0,2,7.0,10.67,8.3333,8.0,108,10,118,incheon
2011-09-07 07:00:00,1,1,0,2,3.33,20.0,8.3333,6.3333,22,15,37,incheon
2011-10-03 18:00:00,4,0,1,2,16.4,20.455,76,11.0014,28,384,412,seoul
2011-12-25 03:00:00,2,0,1,3,7.67,17.0,8.6667,6.6667,129,9,138,incheon
2012-08-19 08:00:00,3,0,0,2,26.24,30.305,69,7.0015,34,90,124,seoul
2012-04-20 20:00:00,2,0,1,1,10.33,9.0,6.6667,8.3333,9,17,26,incheon
2012-06-10 02:00:00,2,1,1,2,14.67,12.67,3.6667,4.6667,142,13,155,incheon
2011-03-03 22:00:00,1,0,1,3,9.0,12.0,9.0,3.6667,131,15,146,busan
2012-01-04 05:00:00,4,1,1,2,16.67,19.0,4.6667,6.0,104,7,111,busan
2011-07-08 06:00:00,3,0,1,1,28.7,33.335,74,7.0015,11,91,102,seoul
2011-01-21 14:00:00,2,1,1,3,10.67,8.67,8.3333,9.6667,135,8,143,incheon
2012-08-17 15:00:00,3,0,1,2,11.67,7.0,6.6667,7.3333,38,16,54,incheon
2012-03-05 02:00:00,1,0,1,1,9.84,12.12,48,8.9981,1,3,4,seoul
2012-07-18 23:00:00,3,0,1,1,31.16,35.605,58,6.0032,19,112,131,seoul
2012-07-02 07:00:00,3,0,0,1,16.33,11.0,6.0,6.0,34,1,35,incheon
2012-03-08 17:00:00,4,0,0,3,15.0,6.67,8.3333,7.6667,109,4,113,busan
2011-11-04 06:00:00,2,1,1,1,3.33,14.0,4.3333,4.3333,99,17,116,busan
2012-11-10 17:00:00,2,1,0,3,14.67,17.67,9.0,10.0,62,2,64,incheon
2012-10-02 06:00:00,3,1,1,1,4.0,10.0,8.0,7.6667,132,12,144,seoul
2011-05-07 05:00:00,2,0,1,3,13.33,13.67,7.0,7.6667,149,12,161,busan
2012-10-28 17:00:00,2,1,1,3,11.33,17.33,9.6667,9.6667,8,13,21,busan
2011-03-08 15:00:00,2,0,0,2,10.67,7.33,5.0,8.0,56,15,71,busan
2011-01-17 10:00:00,1,1,0,2,6.56,7.575,50,16.9979,7,50,57,seoul
2012-03-22 16:00:00,1,1,0,3,5.0,20.0,6.3333,8.6667,57,20,77,busan
2011-01-08 20:00:00,4,0,0,1,13.67,17.33,4.6667,6.0,52,7,59,seoul
2012-11-18 06:00:00,1,0,0,1,3.33,15.0,9.0,5.3333,76,3,79,incheon
2012-02-29 23:00:00,1,0,0,3,8.33,11.0,3.3333,8.3333,86,15,101,busan
2011-03-16 17:00:00,2,0,0,2,15.0,16.33,7.6667,4.3333,12,5,17,busan
2012-05-15 07:00:00,3,0,0,3,7.67,15.67,8.0,5.0,132,8,140,busan
2012-09-16 14:00:00,1,0,1,1,10.67,20.0,3.6667,7.0,61,19,80,incheon
2012-02-25 02:00:00,1,0,1,3,4.0,18.0,4.3333,5.0,138,12,150,seoul
2011-11-26 01:00:00,3,1,0,3,15.67,11.33,8.0,4.3333,71,8,79,busan
2012-11-07 14:00:00,2,0,1,1,14.33,16.0,3.6667,7.3333,11,16,27,incheon
2011-07-22 19:00:00,4,0,0,2,9.0,13.0,6.3333,5.0,31,3,34,seoul
2012-01-18 03:00:00,1,0,1,2,18.04,21.97,51,32.9975,1,3,4,seoul
2012-01-16 10:00:00,4,0,0,2,12.0,14.33,6.0,3.3333,66,16,82,incheon
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,seoul
2011-08-16 07:00:00,1,1,0,1,14.67,10.0,7.6667,5.3333,136,9,145,busan
2012-11-21 21:00:00,4,0,1,2,9.33,17.33,8.0,8.3333,104,13,117,incheon
2012-07-11 16:00:00,1,0,1,2,3.67,12.33,9.0,9.3333,2,18,20,busan
2012-02-05 14:00:00,3,0,1,3,5.67,16.0,5.6667,7.6667,1,18,19,busan
2012-09-08 07:00:00,4,0,1,2,4.67,18.0,9.0,3.3333,102,1,103,incheon
2011-09-12 06:00:00,2,0,1,1,11.33,13.33,5.0,6.3333,72,13,85,seoul
2012-12-15 18:00:00,1,0,0,2,15.0,13.33,8.3333,5.0,94,13,107,seoul
2012-09-07 09:00:00,1,0,1,3,10.67,12.67,8.3333,10.0,113,9,122,busan
2012-01-07 19:00:00,3,1,0,2,11.67,10.0,7.0,9.3333,66,3,69,busan
2012-01-13 21:00:00,3,0,0,3,8.0,16.67,5.0,9.0,51,5,56,seoul
2011-11-14 17:00:00,2,1,0,2,14.67,16.33,3.3333,4.0,31,5,36,seoul
2012-05-27 03:00:00,2,0,1,3,11.67,7.67,5.3333,4.3333,118,5,123,seoul
2011-05-07 13:00:00,4,1,0,3,6.0,18.33,10.0,6.0,36,16,52,incheon
2011-11-19 03:00:00,4,1,1,3,3.67,18.67,6.3333,4.6667,114,18,132,incheon
2012-10-28 12:00:00,2,1,1,1,9.33,11.67,4.3333,3.6667,53,17,70,busan
2012-10-03 16:00:00,3,0,0,1,7.67,12.0,3.6667,10.0,90,1,91,busan
2012-06-11 22:00:00,3,1,0,2,11.67,8.33,5.0,3.3333,145,1,146,incheon
2011-04-09 01:00:00,2,0,1,3,13.33,16.33,5.0,3.6667,44,3,47,seoul
2012-05-20 11:00:00,2,1,0,3,7.33,14.67,8.3333,7.0,88,9,97,incheon
2012-06-20 05:00:00,4,0,1,2,7.67,8.0,6.3333,5.0,19,15,34,busan
2012-10-03 09:00:00,2,0,0,2,15.67,17.67,5.3333,5.0,13,8,21,busan
2011-05-03 04:00:00,3,1,1,1,8.0,17.0,10.0,7.6667,29,9,38,incheon
2012-03-13 03:00:00,1,1,0,3,14.33,12.0,6.0,4.3333,1,8,9,busan
2012-09-13 01:00:00,1,0,0,2,16.33,13.0,4.6667,6.3333,98,14,112,busan
2011-06-12 16:00:00,2,0,0,3,27.88,31.82,83,19.0012,115,235,350,seoul
2012-10-17 22:00:00,1,0,1,1,16.33,9.0,9.6667,7.3333,90,5,95,incheon
2011-09-30 21:00:00,3,1,0,3,11.67,15.0,7.6667,8.0,34,5,39,incheon
2012-05-23 07:00:00,4,1,1,2,14.33,10.33,8.3333,3.3333,106,7,113,busan
2012-01-29 10:00:00,2,1,0,1,7.33,9.33,6.6667,10.0,117,3,120,incheon
2012-06-04 04:00:00,2,1,1,2,4.67,7.0,5.3333,5.6667,147,9,156,incheon
2011-08-13 17:00:00,3,1,0,1,8.0,20.0,8.3333,4.3333,27,5,32,busan
2011-04-08 16:00:00,4,0,0,1,5.67,15.67,3.3333,5.0,18,7,25,busan
2012-01-27 10:00:00,4,0,0,1,7.33,7.67,10.0,7.0,100,18,118,busan
2011-03-26 20:00:00,3,1,0,3,13.67,14.33,4.3333,4.0,64,20,84,busan
2011-11-11 12:00:00,3,1,0,3,15.33,18.33,10.0,10.0,83,8,91,incheon
2012-05-03 16:00:00,3,0,1,1,16.0,6.67,5.3333,8.0,21,18,39,busan
2011-01-19 23:00:00,2,0,0,1,9.67,15.0,6.0,10.0,44,20,64,incheon
2011-11-21 10:00:00,2,1,0,3,3.33,7.67,7.6667,9.6667,22,13,35,incheon
2012-07-16 04:00:00,3,0,1,1,27.88,31.82,79,7.0015,1,11,12,seoul
2012-11-08 00:00:00,1,1,1,1,5.33,11.33,6.6667,5.3333,131,18,149,busan
2012-06-03 12:00:00,2,0,1,2,13.67,17.0,3.6667,7.6667,52,17,69,busan
2012-05-19 19:00:00,2,0,0,1,28.7,31.82,39,8.9981,203,229,432,seoul
2012-08-30 08:00:00,2,1,0,2,5.33,9.67,8.6667,9.3333,58,2,60,incheon
2012-07-21 21:00:00,4,0,1,3,7.33,6.67,5.6667,10.0,123,1,124,incheon
2012-09-16 04:00:00,3,0,0,3,12.33,13.0,5.6667,3.3333,2,18,20,seoul
2012-01-16 07:00:00,1,1,1,1,13.67,10.33,9.3333,4.3333,61,11,72,busan
2011-01-23 22:00:00,1,0,1,3,5.67,8.33,7.6667,9.3333,129,2,131,incheon
2011-09-23 05:00:00,3,1,1,2,5.0,16.0,7.6667,8.3333,91,1,92,busan
2011-11-14 10:00:00,1,0,1,3,6.67,7.0,6.3333,6.0,31,8,39,seoul
2012-03-09 14:00:00,1,1,0,3,6.33,20.0,9.6667,9.6667,25,11,36,seoul
2011-10-06 11:00:00,1,0,0,1,11.67,15.33,8.3333,7.6667,131,7,138,seoul
2012-05-02 01:00:00,2,0,1,1,22.96,26.515,83,0,8,7,15,seoul
2012-08-06 02:00:00,2,0,1,2,8.0,8.33,6.3333,4.6667,50,19,69,busan
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,seoul
2012-04-24 19:00:00,2,1,0,2,14.0,16.33,6.6667,5.3333,85,11,96,busan
2011-12-22 07:00:00,4,0,0,2,14.0,16.67,9.0,8.6667,11,1,12,busan
2011-08-25 10:00:00,3,0,1,3,12.0,12.0,9.0,3.6667,67,19,86,busan
2012-06-07 10:00:00,2,0,1,1,24.6,30.305,64,6.0032,56,154,210,seoul
2011-12-09 01:00:00,4,1,0,3,12.0,7.33,6.3333,8.0,57,15,72,busan
2011-12-20 17:00:00,3,1,1,3,13.0,14.33,3.6667,4.3333,4,7,11,busan
2011-02-04 07:00:00,3,0,0,2,16.33,14.0,8.6667,3.6667,28,5,33,busan
2012-03-20 19:00:00,2,0,0,1,15.0,15.0,9.6667,4.6667,83,15,98,busan
2011-02-05 22:00:00,2,1,0,2,10.33,12.67,9.3333,6.6667,9,19,28,busan
2011-02-22 17:00:00,1,1,0,1,13.67,10.33,4.3333,3.3333,79,19,98,seoul
2011-05-15 06:00:00,2,0,0,2,21.32,25,100,8.9981,3,14,17,seoul
2012-04-14 14:00:00,2,0,0,2,26.24,31.06,27,30.0026,288,372,660,seoul
2012-02-04 11:00:00,3,1,1,2,11.33,13.33,7.6667,3.3333,85,14,99,busan
2012-12-19 19:00:00,3,0,0,3,5.67,17.67,7.6667,3.6667,130,8,138,busan
2011-01-06 01:00:00,2,1,1,1,9.0,16.0,4.6667,8.6667,65,10,75,busan
2012-06-06 09:00:00,2,0,1,1,22.96,26.515,60,6.0032,35,268,303,seoul
2012-01-17 12:00:00,3,1,0,3,9.33,10.0,3.3333,3.6667,65,4,69,incheon
2011-11-07 05:00:00,1,0,0,1,4.33,12.67,3.6667,7.3333,30,18,48,incheon
2012-07-29 17:00:00,4,1,0,2,14.0,10.67,10.0,8.6667,129,15,144,incheon
2011-04-16 21:00:00,1,1,0,3,10.33,9.67,8.0,4.6667,123,9,132,incheon
2012-08-24 22:00:00,3,1,0,1,16.67,19.67,5.0,7.3333,106,12,118,busan
2012-05-06 13:00:00,4,0,0,3,10.33,18.0,8.6667,7.3333,112,11,123,seoul
2012-03-17 14:00:00,4,1,1,3,8.33,11.33,6.0,9.6667,82,20,102,incheon
2012-04-11 14:00:00,3,1,1,1,16.67,20.0,5.6667,4.6667,84,20,104,incheon
2012-05-12 15:00:00,4,0,1,2,6.0,18.33,6.0,4.0,46,20,66,incheon
2012-10-03 23:00:00,1,0,0,3,5.33,19.67,7.0,6.0,63,7,70,incheon
2012-03-08 21:00:00,1,0,0,3,14.0,14.67,3.6667,9.0,77,2,79,busan
2012-01-04 18:00:00,3,1,1,3,5.33,13.0,6.6667,6.6667,139,6,145,busan
2011-10-02 02:00:00,3,1,0,3,13.33,8.33,7.6667,6.3333,62,18,80,incheon
2012-06-09 03:00:00,1,1,1,3,11.67,16.0,4.0,5.3333,68,17,85,busan
2012-10-26 07:00:00,2,0,0,2,4.33,15.0,7.0,6.3333,111,15,126,busan
2011-08-03 16:00:00,2,0,0,3,11.67,13.67,4.3333,4.0,80,10,90,seoul
2011-08-08 13:00:00,3,1,0,2,8.33,19.33,3.3333,6.0,74,5,79,incheon
2011-07-06 17:00:00,3,0,1,1,31.98,37.12,59,15.0013,79,517,596,seoul
2011-07-12 20:00:00,2,0,0,2,12.33,14.67,6.0,4.3333,66,15,81,incheon
2011-04-04 01:00:00,2,0,1,1,16.4,20.455,56,23.9994,7,4,11,seoul
2012-12-29 08:00:00,1,0,0,3,13.67,9.67,8.0,9.6667,109,7,116,busan
2011-05-22 05:00:00,4,1,0,2,8.67,8.0,8.6667,8.6667,80,5,85,busan
2012-01-30 23:00:00,3,0,0,2,12.33,19.67,8.0,9.0,142,17,159,incheon
2011-05-19 08:00:00,1,1,1,2,13.67,10.67,10.0,5.3333,70,15,85,busan
2011-10-03 07:00:00,1,1,0,1,14.33,18.0,7.0,10.0,121,3,124,incheon
2011-01-16 16:00:00,1,0,0,1,9.84,11.365,38,15.0013,22,77,99,seoul
2011-09-10 13:00:00,1,1,1,3,11.0,15.67,6.6667,4.6667,19,20,39,incheon
2012-02-18 08:00:00,4,0,1,3,7.0,7.67,6.0,6.6667,88,10,98,seoul
2012-10-28 03:00:00,3,0,1,3,4.0,13.0,4.0,4.3333,102,17,119,busan
2012-10-29 18:00:00,1,1,1,3,16.33,9.0,9.0,3.6667,31,16,47,busan
2011-01-26 16:00:00,3,0,1,3,9.33,7.33,6.6667,7.6667,122,8,130,incheon
2012-02-01 18:00:00,1,0,1,1,22.96,26.515,46,11.0014,12,514,526,seoul
2012-07-25 08:00:00,4,1,1,1,6.0,9.33,5.0,9.3333,132,17,149,busan
2012-02-23 15:00:00,1,0,0,2,7.0,19.33,9.6667,4.3333,64,9,73,busan
2011-09-13 10:00:00,3,0,1,1,27.88,31.82,69,8.9981,42,93,135,seoul
2012-06-30 18:00:00,1,0,1,1,10.33,9.0,10.0,5.0,65,10,75,incheon
2011-05-13 20:00:00,2,0,0,3,5.33,15.67,7.0,3.6667,38,5,43,busan
2011-04-11 16:00:00,4,1,0,3,10.33,9.33,10.0,8.6667,14,5,19,incheon
2011-09-23 02:00:00,4,0,1,3,16.33,17.33,9.6667,4.3333,14,15,29,busan
2011-07-19 19:00:00,3,0,1,1,31.16,37.12,75,12.998,54,334,388,seoul
2011-09-14 09:00:00,3,0,1,1,26.24,29.545,78,11.0014,19,183,202,seoul
2012-12-15 00:00:00,4,0,0,1,12.3,16.665,70,0,4,90,94,seoul
2012-06-20 01:00:00,1,1,0,3,8.33,16.33,5.0,7.6667,81,20,101,busan
2011-01-30 23:00:00,2,1,0,3,7.67,12.0,3.3333,6.6667,11,11,22,busan
2011-12-11 18:00:00,2,0,1,3,9.67,20.0,9.6667,9.0,140,13,153,busan
2012-07-12 20:00:00,3,0,1,1,30.34,33.335,48,15.0013,75,439,514,seoul
2011-09-16 07:00:00,1,1,0,3,8.67,16.0,7.0,6.3333,148,19,167,incheon
2012-11-16 20:00:00,2,1,1,1,6.0,11.67,3.3333,4.3333,19,12,31,seoul
2012-03-26 21:00:00,3,0,1,3,14.33,15.33,9.0,6.3333,19,18,37,busan
2012-07-28 16:00:00,3,1,1,1,7.33,7.67,5.6667,10.0,15,12,27,busan
2012-12-11 18:00:00,4,0,1,1,13.12,15.15,53,15.0013,23,523,546,seoul
2011-11-14 18:00:00,1,0,0,1,6.33,12.33,5.0,3.6667,5,5,10,busan
2012-08-11 23:00:00,2,0,0,3,6.0,8.0,6.6667,7.0,65,11,76,seoul
2012-07-13 15:00:00,4,0,1,2,3.33,12.33,5.6667,5.6667,121,4,125,busan
2012-02-20 18:00:00,3,0,0,3,11.0,15.33,7.6667,9.0,16,1,17,seoul
2012-12-26 22:00:00,1,1,1,1,15.0,14.33,4.3333,4.3333,115,3,118,incheon
2011-12-06 06:00:00,3,1,0,2,13.0,15.67,5.0,4.6667,16,18,34,busan
2011-02-18 04:00:00,3,0,1,3,9.33,11.67,6.6667,4.6667,140,10,150,seoul
2012-06-16 21:00:00,1,1,0,1,6.33,18.33,3.3333,7.6667,90,16,106,busan
2012-03-29 11:00:00,1,1,0,2,14.0,17.67,6.6667,10.0,38,18,56,busan
2012-04-10 05:00:00,3,1,1,1,4.0,10.33,3.6667,7.3333,26,10,36,seoul
2011-07-12 06:00:00,4,0,1,3,9.33,6.67,7.3333,7.3333,29,17,46,incheon
2011-07-07 01:00:00,1,1,0,3,13.67,7.67,6.3333,7.3333,138,18,156,incheon
2011-04-02 07:00:00,2,1,1,1,14.33,18.0,6.3333,7.3333,47,2,49,incheon
2012-06-08 13:00:00,4,1,0,2,10.0,12.0,9.0,7.3333,67,7,74,incheon
2012-10-19 00:00:00,4,1,1,3,10.0,11.67,4.3333,6.0,131,2,133,busan
2011-08-12 16:00:00,3,0,1,1,33.62,35.605,28,0,68,266,334,seoul
2011-12-30 16:00:00,3,0,0,1,9.0,17.67,7.6667,3.3333,26,15,41,busan
2012-06-14 16:00:00,2,0,1,2,16.67,11.0,9.6667,9.0,22,12,34,incheon
2012-04-23 10:00:00,4,0,1,1,10.33,7.67,9.6667,7.3333,91,10,101,busan
2012-01-05 08:00:00,3,1,0,2,12.67,14.33,9.0,6.3333,4,4,8,busan
2012-03-27 23:00:00,4,1,0,2,8.33,13.0,6.0,6.6667,72,17,89,busan
2011-12-05 02:00:00,4,1,0,3,4.33,8.33,6.0,6.0,28,14,42,busan
2012-09-17 17:00:00,3,0,0,3,10.67,17.33,5.3333,9.0,76,13,89,busan
2011-12-28 12:00:00,4,1,1,1,12.33,9.67,7.6667,3.3333,137,2,139,seoul
2011-05-22 13:00:00,3,0,0,3,5.33,16.0,4.0,9.0,115,4,119,incheon
2012-10-25 11:00:00,3,0,1,1,7.33,8.0,7.6667,9.3333,76,9,85,busan
2011-09-13 18:00:00,1,0,1,3,12.0,9.33,8.3333,5.3333,28,11,39,incheon
2011-02-20 05:00:00,2,1,1,1,4.33,11.33,7.0,6.0,81,4,85,busan
2011-07-25 03:00:00,1,1,1,1,7.67,15.33,5.6667,6.0,12,8,20,incheon
2011-05-27 16:00:00,1,0,1,2,11.0,15.33,5.0,4.0,116,7,123,incheon
2011-01-24 23:00:00,1,0,0,1,5.33,10.33,9.3333,6.0,56,2,58,incheon
2011-04-09 01:00:00,3,0,0,3,12.0,19.33,6.6667,3.6667,41,9,50,incheon
2011-03-02 23:00:00,4,1,1,2,11.0,18.0,6.6667,9.0,31,6,37,busan
2011-03-27 20:00:00,3,0,1,3,8.33,12.67,5.6667,4.3333,12,19,31,incheon
2011-08-15 06:00:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90,seoul
2011-04-11 13:00:00,4,0,1,3,10.33,15.67,7.0,9.6667,109,12,121,busan
2012-01-28 21:00:00,1,0,1,2,6.67,8.33,7.6667,8.6667,28,13,41,busan
2012-10-06 20:00:00,4,0,0,1,19.68,23.485,55,16.9979,75,172,247,seoul
2012-02-03 14:00:00,2,1,0,1,14.67,12.33,9.0,3.3333,85,11,96,busan
2012-06-08 07:00:00,1,1,0,1,14.67,14.67,5.0,7.0,117,11,128,incheon
2011-05-23 17:00:00,1,1,0,2,4.67,11.67,3.3333,6.3333,23,4,27,seoul
2011-04-04 01:00:00,1,0,0,1,8.33,17.33,5.6667,10.0,128,14,142,seoul
2012-11-16 13:00:00,4,1,1,2,13.33,19.67,4.6667,9.0,106,16,122,seoul
2011-01-18 05:00:00,4,1,0,2,10.33,14.0,4.3333,5.3333,67,4,71,seoul
2012-07-29 13:00:00,1,0,0,2,14.67,10.67,8.6667,3.3333,45,8,53,incheon
2011-09-27 06:00:00,4,1,1,2,4.67,19.0,10.0,5.6667,47,3,50,busan
2011-12-17 07:00:00,3,1,1,2,10.0,16.67,6.0,10.0,68,10,78,busan
2012-09-23 00:00:00,3,0,1,1,4.0,10.0,10.0,6.6667,133,17,150,busan
2012-03-27 20:00:00,3,1,1,1,10.67,10.67,4.0,8.6667,123,3,126,incheon
2011-01-30 14:00:00,4,1,1,2,3.67,17.0,4.6667,7.6667,38,20,58,incheon
2011-03-16 05:00:00,4,1,0,2,3.33,18.0,9.3333,9.3333,72,18,90,busan
